物件種別,物件コード,問合せコード,外部物件区分,外部物件コード,現況,公開状態,エラー,賃料,間取,所在階,築年月,物件名,フリガナ,所在地,管理費,共益費,敷金,礼金,保証金,敷引,更新料,面積（土地）,面積（専有）,坪数(代表),坪単価(代表),物件確認日,登録日,更新日,自社先物,取引態様,業者名,元付担当者,TEL,駐車場,物件メモ,郵便番号
倉庫,R00177-004179,,,,空,アーカイブ(成約),無,242000,,階,2024年11月,福岡県北九州市八幡西区茶屋の原2丁目の貸倉庫・事務所【30坪】,,福岡県北九州市八幡西区茶屋の原２丁目13-2,,,3.00,,,3.00,,821.25,99.81,30.19,8016,2025/07/09,"2025/04/08 14:48","2025/07/09 17:46",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,OP八幡西Ⅰ　B棟1号室,8071134
倉庫,R00177-004141,,,,空,アーカイブ(成約),無,1210000,,階,1986年11月,福岡県大野城市御笠川2丁目の貸倉庫【212坪】,,福岡県大野城市御笠川２丁目9-3,,,5.00,,,,,,703.70,212.86,5685,2025/07/04,"2025/03/03 10:37","2025/07/08 18:26",先物(仲介),,青山地建（株）,-,"=""092-924-4111""",空有,"天高5.5m-6.6m
倉庫部分（実測） 15.1mx18.4m （277.84㎡/84.04坪）",8160912
店舗事務所(建物一部),R00177-004229,,,,空,アーカイブ(成約),無,209000,,階,2003年09月,福岡県福岡市博多区博多駅南3丁目の貸事務所【18坪】,,福岡県福岡市博多区博多駅南３丁目13-27,,,7.00,,,,,,60.03,18.15,11510,2025/06/09,"2025/06/09 16:02","2025/07/04 17:07",先物(仲介),,丸善不動産（株）,-,"=""092-411-5001""",空有,,8120016
倉庫,R00177-004219,,,,空,アーカイブ(成約),無,300000,,階,1995年01月,福岡県田川郡福智町金田の貸倉庫【201坪】,,福岡県田川郡福智町金田640-6,,,1.00,2.00,,,,1576.00,667.00,201.76,1487,2025/06/25,"2025/05/28 10:43","2025/07/04 09:39",先物(仲介),,Ｇトラスト不動産,-,"=""0947-47-3555""",空有,"2025.6.25、元付より、ロジコロ掲載削除依頼あり
　　   7.5　 元付より、再度掲載削除依頼あり、対応
倉庫（工場）、住居付き店舗あり
※倉庫利用優先（オーナー希望）
外クレーン 1t、倉庫クレーン2t",8221201
貸地,R00177-004218,,,,更地,公開可,無,330000,,階,-,福岡県北九州市門司区片上海岸の貸地【407坪】,,福岡県北九州市門司区片上海岸5-25,,,2.00,2.00,,,,1348.29,,407.85,810,2026/06/24,"2025/05/27 10:40","2025/06/27 10:49",先物(仲介),,株式会社ミクニ,-,"=""093-541-0392""",,"港湾法（商港区）、契約年数相談可
担当：ヨシタカ様",8000061
店舗事務所(建物一括),R00177-004032,,,,空,公開可,無,275000,,階,1984年11月,福岡県久留米市国分町の貸店舗・事務所【69坪】,,福岡県久留米市国分町1324-6,,,750000,250000,,,,410.22,229.44,69.4,3963,2026/06/24,"2024/11/19 11:49","2025/06/23 12:09",先物(仲介),,（株）駅前不動産　西鉄津福店,-,"=""0942-36-2020""",空有,,8390863
倉庫,R00177-003909,,,,空,アーカイブ(成約),無,253000,,階,2016年10月,大分県大分市大字下郡の貸倉庫・事務所【33坪】,,大分県大分市大字下郡3462-42,,,6.00,,,,,1099.40,111.09,33.6,7529,2025/05/13,"2024/08/01 14:50","2025/06/20 16:46",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア下郡Ⅰ　2号室,8700951
貸地,R00177-004171,,,,古家付,アーカイブ(成約),無,900000,,階,-,福岡県田川郡福智町金田の貸地【1500坪】,,福岡県田川郡福智町金田786-1,,,8.00,1800000,,,,4960.00,,1500.4,600,2025/05/15,"2025/04/02 14:54","2025/06/20 16:10",先物(仲介),,（株）リブイン,-,"=""092-404-0455""",,,8221201
倉庫,R00177-004162,,,,空,アーカイブ(成約),無,770000,,階,2025年02月,福岡県朝倉郡筑前町朝日の貸倉庫【99坪】,,福岡県朝倉郡筑前町朝日720-1,,,10.00,2.00,,,385000,788.74,330.00,99.82,7714,2025/05/15,"2025/03/25 11:59","2025/06/20 15:57",先物(仲介),,福入不動産（株）,-,"=""092-400-8287""",空有,,8380227
貸地,R00177-004064,,,,更地,アーカイブ(成約),無,710000,,階,-,福岡県宮若市沼口の貸地【889坪】,,福岡県宮若市沼口856-1,,,6.00,781000,,,,2941.00,,889.65,799,2025/05/15,"2024/12/13 10:33","2025/06/20 15:09",先物(仲介),,ルナタウン（株）,中村さん担当,"=""092-931-5550""",,中村さん担当,8220152
倉庫,R00177-004091,,,,居住中,アーカイブ(成約),無,330000,,階,1988年11月,福岡県那珂川市中原5丁目の貸倉庫【58坪】,,福岡県那珂川市中原５丁目102,,,3.00,1.00,,,,,192.77,58.31,5660,2025/05/15,"2025/01/20 14:34","2025/06/20 15:07",先物(仲介),,ｈｏｍｅ　ｓｔｏｒｙ（株）,-,"=""092-775-7442""",空有,,8111213
店舗事務所(建物一括),R00177-004148,,,,空,アーカイブ(成約),無,550000,,階,2007年02月,福岡県糸島市荻浦3丁目の貸店舗・事務所【53坪】,,福岡県糸島市荻浦３丁目1-11,,,3000000,,,,,1353.00,175.68,53.14,10350,2025/05/15,"2025/03/07 10:38","2025/06/20 15:05",先物(仲介),,（株）二日市不動産,-,"=""092-922-2455""",空有,,8191121
倉庫,R00177-004026,,,,空,アーカイブ(成約),無,700000,,階,1994年07月,福岡県福津市勝浦の貸倉庫・事務所【223坪】,,福岡県福津市勝浦598,,,3.00,2.00,,,,6949.00,738.49,223.39,3134,2025/05/15,"2024/11/12 14:23","2025/06/20 14:47",先物(仲介),,（株）ＡｓＤａｉｃｈｉ,-,"=""092-624-5050""",空有,,8113521
倉庫,R00177-004181,,,,空,アーカイブ(成約),無,550000,,階,2013年02月,福岡県大野城市御笠川5丁目の貸倉庫・事務所【70坪】,,福岡県大野城市御笠川５丁目9-9,,,4.00,1.00,,,,224.20,232.63,70.37,7816,2025/05/15,"2025/04/09 10:26","2025/06/19 17:41",先物(仲介),,入江不動産株式会社,-,"=""092-933-0001""",空有,,8160912
倉庫,R00177-004034,,,,空,アーカイブ(成約),無,660000,,階,1981年05月,福岡県大川市大字三丸の貸倉庫【402坪】,,福岡県大川市大字三丸1527-1,,4400,1800000,,,,,,1330.76,402.55,1640,2025/05/15,"2024/11/26 11:18","2025/06/19 17:35",先物(仲介),,株式会社　中央開発,-,"=""0944-87-3642""",空有,分割貸し不可,8310026
倉庫,R00177-004092,,,,空,アーカイブ(成約),無,220000,,階,1996年08月,福岡県遠賀郡遠賀町遠賀川1丁目の貸倉庫・事務所【58坪】,,福岡県遠賀郡遠賀町遠賀川１丁目4-35,,,3.00,,,,20000,,192.34,58.18,3782,2025/06/18,"2025/01/21 14:47","2025/06/18 11:54",先物(仲介),,（株）えんコーポレーション,-,"=""092-751-2050""",空有,,8114307
倉庫,R00177-004129,,,,居住中,アーカイブ(成約),無,2420000,,階,1962年03月,福岡県北九州市小倉北区末広2丁目の貸倉庫【569坪】,,福岡県北九州市小倉北区末広２丁目3-5,,,2.00,1.00,,,,5639.37,1883.11,569.64,4249,2025/05/09,"2025/02/25 10:10","2025/06/17 17:18",先物(仲介),,山懸産業（株）,-,"=""093-923-0130""",空有,,8020012
貸地,R00177-004121,,,,更地,アーカイブ(成約),無,1473700,,階,-,福岡県北九州市門司区大字伊川の貸地【2947坪】,,福岡県北九州市門司区大字伊川,,,1.00,2.00,,,,9743.82,,2947.5,500,2025/05/09,"2025/02/17 15:05","2025/06/17 17:03",先物(仲介),,(株)山十開発,-,"=""093-473-3700""",,住所詳細不明：伊川1859付近,8000101
貸地,R00177-004212,,,,更地,アーカイブ(成約),無,380000,,階,-,福岡県福岡市東区土井2丁目の貸地【378坪】,,福岡県福岡市東区土井２丁目430-3,,,3.00,,,,,1252.00,,378.73,1004,2025/06/13,"2025/05/14 10:32","2025/06/13 10:37",先物(仲介),,多の津不動産,-,"=""092-621-9481""",,,8130032
店舗事務所(建物一部),R00177-004231,,,,居住中,公開可,無,605000,,階,2008年09月,福岡県福岡市博多区諸岡3丁目の貸店舗・事務所【45坪】,,福岡県福岡市博多区諸岡３丁目6-15,,,5.00,,,,,,148.90,45.04,13432,2026/06/24,"2025/06/11 10:28","2025/06/11 18:11",先物(仲介),,"株式会社クリフ 管理部",-,"=""092-752-5180""",空有,,8120894
倉庫,R00177-004221,,,,空,アーカイブ(成約),無,968000,,階,1979年11月,福岡県福岡市東区箱崎ふ頭5丁目の貸倉庫【250坪】,,福岡県福岡市東区箱崎ふ頭５丁目8-3,,,4.00,,,,,,828.00,250.47,3865,2025/06/09,"2025/05/29 10:39","2025/06/09 17:49",先物(仲介),,岡部不動産（株）,-,"=""092-541-1133""",空有,"天高：9.1m~5.3m
庇：低い所4.5m",8120051
貸地,R00177-004132,,,,更地,アーカイブ(成約),無,450000,,階,-,福岡県北九州市小倉北区西港町の貸地【299坪】,,福岡県北九州市小倉北区西港町15-6,,,5.00,,,,,990.00,,299.47,1503,2025/06/09,"2025/02/26 10:56","2025/06/09 14:36",先物(仲介),,(有)リサーチ,-,"=""093-883-6568""",,,8030801
倉庫,R00177-004194,,,,空,アーカイブ(成約),無,250000,,階,1992年10月,福岡県久留米市東合川8丁目の貸倉庫・事務所【65坪】,,福岡県久留米市東合川８丁目6-35,,,1.00,1.00,,,,,218.75,66.17,3779,2025/05/16,"2025/04/23 16:13","2025/05/30 14:41",先物(仲介),,（株）ラフィングHOME,-,"=""0942-80-8068""",空有,"過去浸水履歴1度あり
内覧：鍵預り",8390809
倉庫,R00177-004008,,,,空,アーカイブ(成約),無,913000,,階,2020年08月,福岡県古賀市薦野の貸倉庫【109坪】,,福岡県古賀市薦野1134-1,,,3.00,2.00,,,,2104.97,360.89,109.16,8364,2025/05/29,"2024/10/23 14:43","2025/05/29 11:10",先物(仲介),,日本開発地所,-,"=""0940-26-0660""",空有,5/29物確　賃貸中、2026年4月までの契約との事,8113122
店舗事務所(建物一括),R00177-004096,,,,空,アーカイブ(成約),無,715000,,階,2008年09月,福岡県福岡市東区名島3丁目の貸事務所【36坪】,,福岡県福岡市東区名島３丁目2-10,,,3.00,,,,,,119.68,36.2,19750,2025/05/29,"2025/01/24 12:05","2025/05/29 10:45",先物(仲介),,舞松原不動産（株）本店,-,"=""092-671-7171""",空有,,8130043
倉庫,R00177-004144,,,,居住中,アーカイブ(成約),無,379500,,階,1988年09月,福岡県福岡市博多区東光2丁目の貸倉庫・事務所【46坪】,,福岡県福岡市博多区東光２丁目20-16,,,8.00,,,,,,152.07,46,8250,2025/05/01,"2025/03/04 13:37","2025/05/28 17:47",先物(仲介),,株式会社理創,-,"=""092-461-2333""",空有,"第2SKビル
退去予定5/31　
退去後、外装およびシャッター塗装工事実施予定　
工程によるが最短7月入居可能",8120008
店舗事務所(建物一括),R00177-004202,,,,空,アーカイブ(成約),無,253000,,階,2010年05月,福岡県太宰府市五条2丁目の貸店舗・事務所【21坪】,,福岡県太宰府市五条２丁目10-26,,,4.00,,,,,371.76,69.52,21.02,12031,2025/05/28,"2025/05/01 16:47","2025/05/28 14:10",先物(仲介),,昭和地所開発株式会社,-,"=""092-504-0088""",空有,,8180125
倉庫,R00177-004209,,,,空,アーカイブ(成約),無,550000,,階,1981年04月,福岡県福岡市南区清水4丁目の貸倉庫・事務所【81坪】,,福岡県福岡市南区清水４丁目6-33,,,6.00,,,,,,270.37,81.78,6725,2025/05/28,"2025/05/12 10:44","2025/05/28 09:11",先物(仲介),,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",空有,田中さん担当,8150031
倉庫,R00177-004186,,,,居住中,アーカイブ(成約),無,385000,,階,1984年01月,福岡県大野城市仲畑2丁目の貸倉庫【59坪】,,福岡県大野城市仲畑２丁目10-43,,,4.00,,,,1.00,429.00,198.00,59.89,6428,2025/05/27,"2025/04/15 15:10","2025/05/27 13:57",先物(仲介),,昭和地所開発株式会社,-,"=""092-504-0088""",空有,4/16物確　向かって右側の倉庫のみ賃貸、前面の白いプレハブは撤去,8160921
倉庫,R00177-004102,,,,使用中,アーカイブ(成約),無,0,,階,2018年03月,宮崎県宮崎市港東1丁目の貸倉庫【100坪】,,宮崎県宮崎市港東１丁目10-1,,,,,,,,,330.60,100,,2025/05/28,"2025/01/31 11:47","2025/05/27 12:47",先物(仲介),,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",,"100坪部分貸し
賃料・敷金・礼金：相談",8800851
貸地,R00177-004058,,,,その他,アーカイブ(成約),無,285000,,階,-,福岡県太宰府市大字大佐野の貸地【763坪】,,福岡県太宰府市大字大佐野589-1,,,6.00,1.00,,,,2524.00,,763.51,374,2025/05/27,"2024/12/11 15:20","2025/05/27 12:44",先物(仲介),,（有）アイワ不動産,-,"=""092-924-5700""",,12/19物確：空き、現地確認する場合は立ち合い,8180134
倉庫,R00177-004195,,,,居住中,アーカイブ(成約),無,238000,,階,2019年10月,福岡県春日市小倉1丁目の貸倉庫・事務所【31坪】,,福岡県春日市小倉１丁目86-2,,,4.00,,,,,,104.34,31.56,7541,2025/04/24,"2025/04/24 11:40","2025/05/26 17:52",先物(仲介),,（株）小倉不動産,-,"=""092-582-1000""",空有,オフィスエル2,8160824
倉庫,R00177-004192,,,,空,アーカイブ(成約),無,3630000,,階,2007年07月,福岡県久留米市宮ノ陣町若松の貸倉庫【852坪】,,福岡県久留米市宮ノ陣町若松1-44,,,2.00,1.00,,,,4000.62,2817.19,852.19,4260,2025/04/22,"2025/04/22 13:22","2025/05/26 17:41",先物(仲介),,アサヒ住宅情報株式会社,-,"=""0942-36-1818""",空有,,8390804
倉庫,R00177-004133,,,,空,アーカイブ(成約),無,2200000,,階,1993年12月,福岡県八女市津江の貸倉庫【952坪】,,福岡県八女市津江711,,,4.00,,,,,,3147.80,952.2,2311,2025/05/26,"2025/02/26 11:30","2025/05/26 16:49",先物(仲介),,福岡商事（株）,-,"=""092-715-6292""",空有,,8340024
倉庫,R00177-004216,,,,居住中,アーカイブ(成約),無,1000000,,階,1990年12月,福岡県直方市大字上境の貸倉庫・工場【248坪】,,福岡県直方市大字上境665-3,,,,,2.00,,,,823.00,248.95,4017,2025/05/20,"2025/05/20 14:04","2025/05/26 13:08",先物(仲介),,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",空有,"2棟一括貸し（築年数などは工場条件にて入力）
R00177-004122　一棟貸し",8220006
店舗事務所(建物一括),R00177-004076,,,,空,アーカイブ(成約),無,440000,,階,2018年02月,福岡県福岡市東区和白2丁目の貸店舗・事務所【30坪】,,福岡県福岡市東区和白２丁目5-26,,,6.00,,,,,,99.51,30.1,14618,2025/05/21,"2025/01/09 10:48","2025/05/21 08:34",先物(仲介),,福岡市東部農業協同組合JRハウジングセンター,-,"=""092-621-4699""",空有,,8110202
倉庫,R00177-004163,,,,居住中,アーカイブ(成約),無,212058,,階,1996年08月,福岡県福岡市博多区西月隈5丁目の貸倉庫・事務所【22坪】,,福岡県福岡市博多区西月隈５丁目7-28-2,,,10.00,,,,,,74.98,22.68,9350,2025/05/20,"2025/03/26 10:58","2025/05/20 16:46",先物(仲介),,（株）エスパネット,-,"=""092-707-2835""",空有,パンリバース11　4号室,8120857
店舗事務所(建物一括),R00177-004208,,,,空,公開可,無,330000,,階,1991年10月,福岡県鞍手郡鞍手町大字小牧の貸店舗・事務所【44坪】,,福岡県鞍手郡鞍手町大字小牧2079-5,,,,2.00,,,,826.58,148.75,44.99,7334,2026/06/25,"2025/05/09 12:00","2025/05/19 17:50",先物(仲介),,（株）アイルハウジング,-,"=""093-614-3180""",空有,,8071311
倉庫,R00177-003975,,,,使用中,アーカイブ(成約),無,275000,,階,1986年06月,佐賀県神埼市神埼町本告牟田の貸倉庫【173坪】,,佐賀県神埼市神埼町本告牟田1270-2,,,6.00,,,,1.00,1755.00,574.97,173.92,1582,2025/03/31,"2024/10/01 10:26","2025/05/15 18:07",先物(仲介),,株式会社山崎不動産,-,"=""0952-53-3747""",空有,かんざきまちもとおりむた,8420013
店舗事務所(建物一括),R00177-004128,,,,空,アーカイブ(成約),無,600000,,階,1996年01月,福岡県京都郡苅田町鳥越町の貸事務所【58坪】,,福岡県京都郡苅田町鳥越町1-46,,,3.00,1.00,,,,1955.76,191.80,58.01,10342,2025/03/31,"2025/02/21 12:00","2025/05/15 18:04",先物(仲介),,株式会社田村ビルズ　小倉店,-,"=""093-980-3200""",空有,,8000304
店舗事務所(建物一括),R00177-003926,,,,空,アーカイブ(成約),無,200000,,階,1991年05月,福岡県遠賀郡水巻町中央の貸店舗・事務所【28坪】,,福岡県遠賀郡水巻町中央7-21,,,3.00,1.00,,,,317.47,93.55,28.29,7068,2025/04/07,"2024/08/21 14:56","2025/05/15 17:19",先物(仲介),,コンダクト不動産（株）,-,"=""093-512-0008""",空有,,8070023
貸地,R00177-004172,,,,更地,アーカイブ(成約),無,290000,,階,-,福岡県太宰府市御笠1丁目の貸地【384坪】,,福岡県太宰府市御笠１丁目9,,,6.00,,,,,1270.00,,384.17,755,2025/04/02,"2025/04/02 15:32","2025/05/15 16:35",先物(仲介),,入江不動産株式会社,-,"=""092-933-0001""",,,8180110
倉庫,R00177-004077,,,,空,アーカイブ(成約),無,220000,,階,2025年02月,福岡県大野城市畑ケ坂1丁目の貸倉庫・事務所【27坪】,,福岡県大野城市畑ケ坂１丁目8-10,,,5.00,1.00,,,,267.47,91.50,27.67,7949,2025/03/28,"2025/01/09 16:02","2025/05/15 16:31",先物(仲介),,（株）山築舎,-,"=""0940-62-5757""",空有,,8160982
倉庫,R00177-004177,,,,居住中,アーカイブ(成約),無,550000,,階,1974年11月,福岡県大野城市仲畑4丁目の貸倉庫・事務所【176坪】,,福岡県大野城市仲畑４丁目4-1,,,6.00,,,5.00,,,584.34,176.76,3112,2025/04/08,"2025/04/08 11:51","2025/05/15 16:28",先物(仲介),,(有)パイルコーポレーション,-,"=""092-452-2233""",空有,,8160921
店舗事務所(建物一部),R00177-004184,,,,空,アーカイブ(成約),無,1848000,,階,1990年03月,福岡県大野城市大字瓦田の貸店舗・事務所【257坪】,,福岡県大野城市大字瓦田3-13-10,,,6.00,,,,,,850.70,257.33,7182,2025/04/11,"2025/04/11 10:02","2025/05/15 16:26",先物(仲介),,三陽不動産（株）,-,"=""092-501-5554""",空有,"かわらだ
ステイタスMⅡ　1-2階",8160932
貸地,R00177-004113,,,,更地,アーカイブ(成約),無,950000,,階,-,福岡県筑紫野市大字原田の貸地【1582坪】,,福岡県筑紫野市大字原田832-49,,,,,,,,5231.87,,1582.64,601,2025/03/28,"2025/02/12 17:44","2025/05/15 14:46",先物(仲介),,九州電力送配電（株）福岡支社,-,"=""092-733-6785""",,,8180024
店舗事務所(建物一括),R00177-004164,,,,居住中,アーカイブ(成約),無,530000,,階,1994年10月,福岡県柳川市三橋町今古賀の貸店舗・事務所【90坪】,,福岡県柳川市三橋町今古賀143-5,,,6.00,,,,,,298.31,90.23,5874,2025/03/26,"2025/03/26 11:53","2025/05/15 14:06",先物(仲介),,（株）やまがみ不動産,-,"=""0944-75-6610""",空有,,8320823
倉庫,R00177-004159,,,,空,アーカイブ(成約),無,770000,,階,1991年05月,福岡県久留米市御井旗崎2丁目の貸倉庫【255坪】,,福岡県久留米市御井旗崎２丁目26-12,,,6.00,,,,,1145.00,845.60,255.79,3011,2025/03/19,"2025/03/19 11:42","2025/05/14 17:46",先物(仲介),,エム・エーコーポレーション（株）,-,"=""092-404-5020""",空有,,8390841
店舗事務所(建物一括),R00177-004157,,,,空,アーカイブ(成約),無,325000,,階,1998年03月,福岡県久留米市東合川3丁目の貸店舗・事務所【72坪】,,福岡県久留米市東合川３丁目14-4,,,3.00,,,,,,238.49,72.14,4505,2025/03/18,"2025/03/18 11:54","2025/05/14 17:45",先物(仲介),,うめの地所（株）,-,"=""0942-35-1111""",空有,,8390809
貸地,R00177-004093,,,,古家付,アーカイブ(成約),無,550000,,階,-,福岡県久留米市東櫛原町の貸地【343坪】,,福岡県久留米市東櫛原町283-1,,,6.00,,,,,1134.24,,343.1,1603,2025/03/27,"2025/01/21 15:36","2025/05/14 17:42",先物(仲介),,西日本産業株式会社,-,"=""0942-39-3211""",,,8300003
店舗事務所(建物一括),R00177-004053,,,,空,アーカイブ(成約),無,550000,,階,2000年03月,福岡県福岡市城南区七隈7丁目の貸店舗・事務所【12坪】,,福岡県福岡市城南区七隈７丁目2-7,,,6.00,1.00,,,,411.99,41.40,12.52,43918,2025/03/31,"2024/12/09 12:09","2025/05/14 17:33",先物(仲介),,（株）三和地所,-,"=""092-431-4488""",空有,,8140133
倉庫,R00177-003990,,,,空,アーカイブ(成約),無,462000,,階,1979年10月,福岡県福岡市博多区東光2丁目の貸倉庫・事務所【69坪】,,福岡県福岡市博多区東光２丁目22-33,,,8.00,,,,,,231.00,69.87,6612,2025/03/27,"2024/10/15 14:34","2025/05/14 15:26",先物(仲介),,三新不動産,-,"=""092-411-3029""",空有,"平野事務所倉庫
内覧は12月以降",8120008
倉庫,R00177-004147,,,,居住中,アーカイブ(成約),無,996996,,階,1977年02月,福岡県福岡市東区松島5丁目の貸倉庫【151坪】,,福岡県福岡市東区松島５丁目1-8,,,8.00,,,,,,499.37,151.05,6601,2025/04/03,"2025/03/06 11:07","2025/05/13 18:02",先物(仲介),,（株）真頼不動産,-,"=""092-781-3563""",空有,,8130062
倉庫,R00177-004082,,,,空,アーカイブ(成約),無,440000,,階,2025年03月,福岡県福岡市東区土井3丁目の貸倉庫・事務所【45坪】,,福岡県福岡市東区土井３丁目2-18,,,3.00,,,,,,150.00,45.37,9697,2025/03/27,"2025/01/15 09:58","2025/05/13 17:59",先物(仲介),,舞松原不動産（株）本店,-,"=""092-671-7171""",空有,"住所不確定：土井3丁目2-18？（アサヒガラス隣？）
2/18物確：3月以降内覧可",8130032
貸地,R00177-004154,,,,その他,アーカイブ(成約),無,275000,,階,-,福岡県京都郡苅田町幸町の貸地【195坪】,,福岡県京都郡苅田町幸町17-1,,,5.00,1.00,,,,647.00,,195.71,1406,2025/03/11,"2025/03/11 14:52","2025/05/13 17:50",先物(仲介),,Ｍ＆Ｍ（株）,-,"=""093-513-7430""",空有,,8000314
貸地,R00177-004068,,,,更地,アーカイブ(成約),無,474700,,階,-,福岡県朝倉郡筑前町依井の貸地【949坪】,,福岡県朝倉郡筑前町依井1345-1,,,6.00,,,,,3138.50,,949.39,501,2025/05/12,"2024/12/20 14:41","2025/05/12 17:20",先物(仲介),,株式会社センチュリーダイソー　福岡支店,田中,"=""092-409-0188""",,,8380813
店舗事務所(建物一括),R00177-004037,,,,空,アーカイブ(成約),無,550000,,階,2011年08月,福岡県北九州市八幡東区川淵町の貸店舗・事務所【44坪】,,福岡県北九州市八幡東区川淵町8-2,,,6.00,1.00,,,22000,560.00,148.13,44.8,12275,2025/03/31,"2024/11/27 15:17","2025/05/09 17:42",先物(仲介),,（株）デザイナーズラボ福岡,-,"=""093-883-1320""",,,8050012
倉庫,R00177-004089,,,,空,アーカイブ(成約),無,636218,,階,2025年02月,福岡県福岡市博多区堅粕4丁目の貸倉庫・事務所【52坪】,,福岡県福岡市博多区堅粕４丁目1,,115676,6.00,,,,,,173.84,52.58,12099,2025/05/07,"2025/01/17 15:28","2025/05/07 14:12",先物(仲介),,株式会社理創,-,"=""092-461-2333""",空有,嶋井ビジネスパーク　E（南2）,8120043
倉庫,R00177-004086,,,,空,アーカイブ(成約),無,549703,,階,2025年02月,福岡県福岡市博多区堅粕4丁目の貸倉庫・事務所【45坪】,,福岡県福岡市博多区堅粕４丁目1,,99946,6.00,,,,,,150.20,45.43,12099,2025/05/07,"2025/01/17 14:50","2025/05/07 13:47",先物(仲介),,株式会社理創,-,"=""092-461-2333""",空有,嶋井ビジネスパーク　B,8120043
倉庫,R00177-004085,,,,空,アーカイブ(成約),無,509410,,階,2025年02月,福岡県福岡市博多区堅粕4丁目の貸倉庫・事務所【42坪】,,福岡県福岡市博多区堅粕４丁目1,,92620,6.00,,,,,,139.20,42.1,12098,2025/05/07,"2025/01/17 14:49","2025/05/07 13:46",先物(仲介),,株式会社理創,-,"=""092-461-2333""",空有,嶋井ビジネスパーク　A,8120043
倉庫,R00177-004203,,,,使用中,アーカイブ(成約),無,198000,,階,2012年07月,福岡県福岡市博多区那珂4丁目の貸倉庫・事務所【20坪】,,福岡県福岡市博多区那珂４丁目23-1,,,6.00,,,,,,69.29,20.96,9447,2025/05/02,"2025/05/01 17:12","2025/05/02 17:38",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア板付Ⅰ　2号室,8120893
倉庫,R00177-004198,,,,居住中,アーカイブ(成約),無,286000,,階,2013年02月,福岡市博多区金の隈1丁目の貸倉庫・事務所【28坪】,,福岡県福岡市博多区金の隈１丁目22-8,,,6.00,,,,,2110.92,95.40,28.85,9911,2025/05/02,"2025/04/25 11:57","2025/05/02 17:38",先物(仲介),,株式会社大熊建設,-,"=""092-504-3142""",空有,オフィスパレア金の隈Ⅰ　A棟2号室,8120863
倉庫,R00177-004125,,,,空,アーカイブ(成約),無,330000,,階,1998年03月,福岡県福岡市博多区東那珂3丁目の貸倉庫・事務所【44坪】,,福岡県福岡市博多区東那珂３丁目2-20,,,8.00,,,,,,147.27,44.54,7408,2025/05/01,"2025/02/19 15:11","2025/05/01 10:05",先物(仲介),,センチュリー21(株)みずほ不動産,-,"=""092-431-3933""",空有,第3ヒロタビル　3号室,8120892
店舗事務所(建物一括),R00177-004059,,,,空,アーカイブ(成約),無,220000,,階,2025年01月,福岡県大野城市筒井2丁目の貸店舗・事務所【17坪】,,福岡県大野城市筒井２丁目5,,,5.00,,,,,90.35,56.39,17.05,12898,2025/02/07,"2024/12/11 15:52","2025/04/30 17:23",先物(仲介),,戸渡不動産,-,"=""092-574-2255""",空有,水道の引込み管は２０mm,8160931
倉庫,R00177-004066,,,,空,アーカイブ(成約),無,395000,,階,1983年09月,佐賀県鳥栖市幸津町の貸倉庫【79坪】,,佐賀県鳥栖市幸津町1402-1,,,790000,395000,,,,,261.28,79.03,4998,2025/04/28,"2024/12/18 10:37","2025/04/28 10:26",先物(仲介),,有限会社太陽不動産,-,"=""0942-83-3451""",空有,,8410062
貸地,R00177-004191,,,,更地,アーカイブ(成約),無,380000,,階,-,福岡県糟屋郡志免町南里6丁目の貸地【290坪】,,福岡県糟屋郡志免町南里６丁目509-1,,,6.00,,,,,961.93,,290.98,1306,2025/04/24,"2025/04/21 14:14","2025/04/24 14:52",先物(仲介),,入江不動産株式会社,-,"=""092-933-0001""",,4/24物確：申込2件あり,8112207
倉庫,R00177-003944,,,,建築中,アーカイブ(成約),無,440000,,階,2025年01月,福岡県八女市宅間田の貸倉庫【168坪】,,福岡県八女市宅間田94-1,,,3.00,1.00,,,,,556.80,168.43,2613,2024/11/13,"2024/09/04 09:31","2025/04/24 12:13",先物(仲介),,（株）みなつきエステート,-,"=""0943-24-8184""",空有,元付もう1社あり（ATBB),8340001
倉庫,R00177-004111,,,,空,アーカイブ(成約),無,357500,,階,2024年05月,福岡県糟屋郡須惠町大字植木の貸倉庫【55坪】,,福岡県糟屋郡須惠町大字植木431-1,,,5.00,,,,,,183.50,55.5,6441,2025/04/24,"2025/02/07 09:42","2025/04/24 10:02",先物(仲介),,入江不動産株式会社,-,"=""092-933-0001""",空有,第50　MPL須恵Ⅰ　A-2,8112112
倉庫,R00177-004160,,,,使用中,アーカイブ(成約),無,550000,,階,2002年06月,福岡県築上郡築上町有安の貸倉庫【199坪】,,福岡県築上郡築上町大字有安374-3,,,1.00,1.00,,,,2459.08,660.48,199.79,2753,2025/04/22,"2025/03/24 10:42","2025/04/22 16:18",自社,一般媒介,株式会社センチュリーダイソー　福岡支店,-,"=""092-409-0188""",空有,オーナー：アドバンテージ物流様,8290313
